date,year,aircraft_type,category,manoeuvre,fit,mac,loc,fio,obstacle,enviro,weather,bird_strike,structural,mechanical,incapacitation,airshow,practice,air_race,demo,demo_prac,flypast,flypast_prac,photo_opp,race_practice,aero_comp,flight_test,military,civilian,formation_team,drone_show,pilot_error,pilot_killed,pilot_injured,crew_kill,crew_inj,pax_kill,pax_inj,spec_kill,spec_inj,pub_kill,pub_inj,para_killed,para_inj,fatalities,casualties,event_name,location,country,remarks,contributing_factor,man_factor,machine_factor,medium_factor,mission_factor,management_factor,continent
1998-04-12,1998,Extra 300,Sport Aerobatic,Spin Knife Edge ,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thunder over Louisville Airshow,Illinois,USA,Knife edge spin,First GA GLOC?,0,0,0,0,0,
1998-04-08,1998,Yakolev 52 + Yakolev 50,Vintage Trainer Propeller,Cuban 8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Essex ,UK,,,0,0,0,1,0,
1998-04-08,1998,Curtiss P-40E Warhawk,Vintage Fighter Propeller,Landing,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warbirds over Wanaka,Wanaka,New Zealand,,,0,1,0,0,0,
1998-03-19,1998,Percival Piston Provost,Vintage Trainer Propeller,Stall Turn,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,SAAF Museum Open Day,Pretoria ,South Africa,Decision,Weather,1,0,0,0,0,
1998-03-01,1998,Air Tractor 802A,Agricultural,Bombing Demo Fire Water Drop,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Mt Gambier Airshow,Mt Gambier,Australia,,,1,0,0,0,0,
1997-11-10,1997,Cessna OA-37B Dragonfly,Trainer Jet,Turn,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,,San Isidro,Dominican Republic,,,1,0,0,0,0,
1997-10-12,1997,Messerschmitt BF-109,Vintage Fighter Propeller,Dive,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flying Legends,Duxford,UK,,,0,1,0,0,0,
1997-09-20,1997,Pitts Special S-24,Sport Aerobatic,Roll Snap Downline,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Confederate Airshow,Texas,USA,Downline snap rolls,,1,0,0,0,0,
1997-09-14,1997,Lockheed F-117A Nighthawk,Fighter Jet,Climbout,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,Chesapeake Airshow,Maryland ,USA,,,0,1,0,0,0,
1997-07-26,1997,Extra 300,Sport Aerobatic,Lomcevak,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9,40,0,0,0,0,1,1,Flanders Fly In,Ostende,Belgium,,lomcevak,1,0,0,0,0,
1997-06-27,1997,Northrop AT-3 Trainer,Trainer Jet,Barrel Roll,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,Tapel/Kang,Taiwan,Barrel Roll,,1,0,0,0,0,
1997-06-22,1997,Formula V Homebuilt,Experimental Homebuilt,Air Race,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,Wings over Long Island,New York ,USA,,,0,0,0,1,0,
1997-06-21,1997,Sukhoi Su-27 Flanker,Fighter Jet,Landing,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SIAD '97,Bratislava,Slovakia,,,0,0,0,0,0,
1997-06-15,1997,Chengdu J-7GB,Fighter Jet,Loop,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,,Tianjin,China,,,0,0,0,1,0,
1997-06-14,1997,Westland Lynx Mk 80,Helicopter,Wingover,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goraszka Air Picnic,Warsaw,Poland,,,1,0,0,0,0,
1997-06-11,1997,Aero Vodochody  L-39ZA ,Trainer Jet,Loop,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,,Timisoara,Romania,,,1,0,0,0,0,
1997-06-01,1997,North American F-86E Sabre,Vintage Fighter Jet,Cuban 8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,Air Show Colorado '97,Colorado,USA,,,1,0,0,0,0,
1997-05-28,1997,Canadair CT-114 Tutor,Trainer Jet,Aerobatics Unknown,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Glen Falls Airshow,New York,USA,,,0,0,0,1,0,
1997-04-11,1997,Gordon Price Ultimate 10-300S,Sport Aerobatic,Inverted Ribbon Cut ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yuma Twilight Airshow,Arizona,USA,,Last light ,1,0,0,0,0,
1997-03-02,1997,Windex 1200,Glider,Turn,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,Florida,USA,Stall tests,,1,0,0,0,0,
1996-09-27,1996,North American AT-6 Harvard,Vintage Trainer Propeller,Roll,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,Pietersburg Airshow,Pietersburg,South Africa,Inadequate nose up pitch,L,1,0,0,0,0,
1996-09-14,1996,Mudry CAP-10B,Sport Aerobatic,Stall Turn,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Aerospace Days,Idaho,USA,Aircraft modifications ,FOD,0,0,1,0,0,
1996-08-04,1996,Aerotek Pitts Special S-1S,Sport Aerobatic,Roll Snap Gyroscopic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Three Rivers Regatta,Pennsylvannia ,USA,Wingspar failure,Overspeed ,0,0,0,0,0,
1996-07-21,1996,De Havilland DH-98 Mosquito,Vintage Fighter Propeller,Wingover,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,Barton Airshow,Chester,UK,,,1,0,0,0,0,
1996-07-17,1996,Aero Vodochody L-39 Albatross,Vintage Trainer Jet,Aerobatics Unknown,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Slovakia,,Turbulence,0,0,0,1,0,
1996-07-14,1996,Lockheed P-38 Lightning,Vintage Fighter Propeller,Roll,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Flying Legends,Duxford,UK,,,1,0,0,0,0,
1996-07-07,1996,De Havilland 112 Venom,Vintage Fighter Jet,Takeoff,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harwarden Open Day,Chester,UK,Formation takeoff,Crosswind ,1,0,0,0,0,
1996-07-07,1996,Hawker Fury ,Vintage Fighter Propeller,High Alpha Fly By,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koksijde International Airshow,Koksijde,Belgium,,,1,0,0,0,0,
1996-07-06,1996,De Havilland DH.82 Tiger Moth,Vintage Trainer Propeller,Spin,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Venice,Italy,,,1,0,0,0,0,
1996-06-29,1996,Piper J-3 Cub,Vintage Trainer Propeller,Crazy Flying,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Racine Airshow '96,Wisconsin,USA,,,1,0,0,0,0,
1996-06-19,1996,McDonnel Douglas F-18,Fighter Jet,Cuban 8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Fair St Louis,Bethalto,USA,,,1,0,0,0,0,
1996-06-01,1996,Fairchild KR-31 + Waco,Vintage Light Utility,Approach,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,4,Bartlesville Biplane Exposition,Oklahoma ,USA,,,0,0,0,1,0,
1996-05-29,1996,Dassault Super Etendard,Fighter Jet,Turn Positioning,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Punto Indio Airshow,Punta Indio,Argentina,,,1,0,0,0,0,
1996-05-26,1996,BAE Hawk T Mk.1,Fighter Jet + Trainer Jet,Bombing Demonstration combat,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96 Tiger Meet,Beja ,Portugal,1 Hawk Ejection,,0,0,0,1,0,
1996-05-19,1996,Supermarine Spitfire MK IX,Vintage Fighter Propeller,Landing,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Volkel Air Base Air Show,Volkel ,Netherlands,,,0,1,0,0,0,
1996-05-14,1996,De Havilland DH-82 Tiger Moth,Vintage Trainer Propeller,Break Crossover Switchblade Level,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,Venice,Italy,,,0,0,0,1,0,
1996-05-04,1996,North American AT-6 Harvard,Vintage Trainer Propeller,Roll,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Sertoma Cajun Air Festival,Louisiana,USA,,,1,0,0,0,0,
1996-05-04,1996,Slingsby T-67 Firefly,Sport Aerobatic,Spin,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Old Warden,Bedfordshire,UK,,,1,0,0,0,0,
1996-05-03,1996,Bellanca 8KCAB Decathlon,Sport Aerobatic,Stall Turn,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,Margate Experimental Aircraft Airshow,Margate,South Africa,,Skills deficiency,1,0,0,0,0,
1996-04-29,1996,Pitts Special S-2A,Sport Aerobatic,Inverted Ribbon Cut,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rockingham County Airshow,North Carolina,USA,,,1,0,0,0,0,
1996-04-16,1996,Hawker Sea Fury,Vintage Fighter Propeller,Landing,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Sun 'n Fun EAA Fly In,Florida,USA,LOC Landing,,1,0,0,0,0,
1996-01-02,1996,Supermarine Spitfire MkXIV,Vintage Fighter Propeller,Takeoff,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Warbirds over Wanaka,Wanaka,New Zealand,,,0,0,0,0,0,
1995-11-08,1995,Pilatus PC-7 Mk II Astra,Trainer Turboprop,Formation Change,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Langebaanweg ,South Africa,,,0,0,0,1,0,
1995-09-28,1995,Martin B-26 Marauder,Vintage Bomber Propeller,Approach,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,5,5,CAF Airshow 95,Texas,USA,,Currency on type,0,1,0,0,0,
1995-09-24,1995,Canadair CT-114 Tutor,Trainer Jet,Loop,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33rd Annual Point Mugu Airshow,California,USA,,,0,0,1,0,0,
1995-09-16,1995,Northrop F-5E + Lockheed T33,Fighter Jet + Trainer Jet,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,6,7,Mexican 185TH Independence Day Parade,Mexico City,Mexico,,,0,0,0,1,0,
1995-09-09,1995,Messerschmitt BF-108 Taifun,Vintage Light Utility,Roll,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,Johannistal Airshow,Berlin,Germany,Aircraft not cleared for aerobatics,,0,0,0,0,0,
1995-09-02,1995,Bae Nimrod MR.2P,Maritime Surveillance Jet,Wingover,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,7,7,Canadian National Exhibition,Toronto ,Canada,,,1,0,0,0,0,
1995-08-12,1995,Ronnenberg Berkut,Experimental Homebuilt,Turn Knife Edge,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,65th Annual Santa Paula Air Show,California,USA,,Accelerated Stall,1,0,0,0,0,
1995-07-20,1995,Fokker DR-1 Replica,Vintage Trainer Propeller,Unknown,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Stourhead Evening Event,WIltshire,UK,,,1,0,0,0,0,
1995-07-19,1995,Pilatus PC-9,Trainer Turboprop,Mirror ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Victoria,Australia,,,0,0,0,1,0,
1995-07-02,1995,North American P-51 Mustang,Vintage Fighter Propeller,Turn,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Malone County Airshow,New York,USA,,LOC,1,0,0,0,0,
1995-06-04,1995,Yakolev 52,Vintage Trainer Propeller,Aerobatics Unknown Vertical,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,Romanian Air Force Day Parade,Bacau,Romania,,Spin,0,1,0,0,0,
1995-05-02,1995,Sikorsky S-55,Helicopter,Flypast,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,SA National Museum of Mil History,Johannesburg,South Africa,,,0,1,0,0,0,
1995-05-01,1995,Embraer T-27 Tucano,Trainer Turbo Propeller,Stall Turn,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Rio Negrinho Airshow,,Brazil,,,1,0,0,0,0,
1994-12-18,1994,Dassault Mirage III-BZ,Fighter Jet,Takeoff,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,George Airshow,George ,South Africa,,Jet pipe fire,0,1,0,0,0,
1994-09-18,1994,North American AT-6 Harvard,Vintage Trainer Propeller,Air Race,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Reno Air Races,Nevada,USA,,Loss of Visual,0,0,0,1,0,
1994-09-12,1994,North American P-51D Mustang,Vintage Fighter Propeller,Air Race,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Reno Air Races,Nevada,USA,,,0,1,0,0,0,
1994-09-09,1994,Sukhoi Su-27 Flanker,Fighter Jet,Landing,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Farnborough SBAC,Farnborough,UK,Runway Overrun,FCC instruction,0,0,0,0,0,
1994-09-07,1994,Yakolev Yak-18T,Vintage Fighter Propeller,Inverted Pass,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White Waltham Airshow,White Waltham,UK,,,0,1,0,0,0,
1994-06-25,1994,Kitfox,Experimental Homebuilt,Wingover,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,Svolvaer Airshow,Nordland,USA,,,1,0,0,0,0,
1994-06-24,1994,Boeing B-52 Stratofortress,Bomber Jet,Turning,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,4,Fairchild Open Day,Washington State,USA,Rogue,Undisciplined ,1,0,0,0,0,
1994-06-11,1994,Canadair T-33 Shooting Star,Vintage Trainer Jet,Roll,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Selfridge Airshow,Michigan,USA,,,1,0,0,0,0,
1994-05-28,1994,Lockheed P-38 Lightning,Vintage Fighter Propeller,Takeoff,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Breckenridge Airshow,Texas,USA,,Fuel starvation,0,0,0,0,0,
1994-05-27,1994,De Havilland DH-82 Tiger Moth,Vintage Trainer Propeller,Takeoff,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Hunter Valley,New South Wales,Australia,,Turned back to runway,0,1,0,0,0,
1994-05-27,1994,Yakolev 58,Light Utility Experimental,Approach,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Berlin International Aerospace,Berlin,Germany,,,1,0,0,0,0,
1994-04-15,1994,North American T-6 Harvard,Vintage Trainer Propeller,Landing,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warbirds over Wanaka,Hamilton,New Zealand,Groundloop,,1,0,0,0,0,
1994-04-03,1994,De Havilland DHC-1 Chipmunk,Vintage Trainer Propeller,Split-S,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Warbirds over Wanaka,Wanaka,New Zealand,,,1,0,0,0,0,
1994-03-21,1994,Canadair CT-114 Tutor,Trainer Jet,Aerobatics Unknown,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,Moose Jaw ,Canada,,,0,1,0,0,0,
1994-02-14,1994,Lockheed Martin F-16C,Fighter Jet,Descent Spiral,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,Nevada,USA,Judgement,,1,0,0,0,0,
1993-10-02,1993,Aermacchi MB-326M Impala,Trainer Jet,Loop,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Africa Aerospace Expo,Johannesburg,South Africa,,Maintenance,0,1,0,0,0,
1993-09-22,1993,Embraer T-27 Tucano,Trainer Propeller,Aerobatics Unknown,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Porto Ferreira ,Brazil,,,0,0,0,1,0,
1993-09-14,1993,Scaled Composites Pond Racer,Racer,Air Race,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Reno Air Races,Nevada,USA,,Engine fail,0,1,0,0,0,
1993-08-28,1993,Piper J-3 Cub,Vintage Trainer Propeller,Wingover,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,Namsos Airport Airshow,Trondelag,Norway,,,1,0,0,0,0,
1993-08-22,1993,Pitts Special,Sport Aerobatic,Lomcevak,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Prairie Air 93,Illinois,USA,,,1,0,0,0,0,
1993-08-08,1993,Extra 300L,Sport Aerobatic,Aerobatics Unknown,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Samtiago,Chile,,,0,0,0,1,0,
1993-08-08,1993,SAAB JAS-39 Gripen,Fighter Jet,High Alpha Fly By,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stockholm Water Festival,Stockholm,Sweden,High Alpha,Flight Control System,0,1,0,0,0,
1993-07-24,1993,Mikoyan MiG-29,Fighter Jet,Loop,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Royal International Air Tattoo,Fairford,UK,Loop,Loss of visual,0,0,0,1,0,
1993-07-24,1993,Christen Eagle Parachutist,Sport Aerobatic/Parachutist,Parachuting,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,Lebanon Airshow,New Hampshire,USA,Parachutist ,Inadequate crew coordination,0,0,0,1,0,
1993-06-27,1993,Douglas A-26B ,Vintage Bomber Propeller,Takeoff,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kankakee Airshow,Illinois,USA,,,0,1,0,0,0,
1993-06-26,1993,Boeing PT-17 Stearman,Vintage Trainer Propeller,Roll,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Concord International Air Festival,San Francisco,USA,Roll,Medical,0,0,0,0,0,
1993-06-15,1993,Extra 300L,Sport Aerobatic,Spin,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Iquique Airshow,Iquique,Chile,,,1,0,0,0,0,
1993-06-10,1993,Dassault Breguet Alphajet,Trainer Jet,Inverted Flypast,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,Rome,Italy,Inverted Flypast,,0,1,0,0,0,
1993-05-09,1993,Yakolev 52,Vintage Trainer Propeller,Aerobatics Unknown,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,18,20,0,0,0,0,2,2,48TH WWII Anniversary,Urals,Russia,,,1,0,0,0,0,
1993-05-02,1993,North American F-86E Sabre,Vintage Fighter Jet,Loop,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,El Toro Open House,California,USA,Loop,,1,0,0,0,0,
1993-04-22,1993,Avions Marcel Dassault Mirage 2000B,Fighter Jet,Cuban 8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Dijon,France,Close call,,1,0,0,0,0,
1992-11-21,1992,Sopwith SE 5 Camel,Vintage Fighter Propeller,Landing,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mangere Air Expo,Mangere,New Zealand,,,0,0,1,0,0,
